Song Index;Song;Artist;Track No.;AlbumID_Rank;BPM;Energy;Dance;Loud;Valence;Duration;Acoustic;Popularity;Spotify_Song
514;Thumb;Kyuss;1;41;125;60;29;-16;19;04:42;14;40;4G9nfjycMbM4beqEheM145
515;Green Machine;Kyuss;2;41;181;95;34;-9;59;03:38;0;53;6nxHMqTNKWlQnx5AFxz1iX
516;Molten Universe;Kyuss;3;41;168;48;26;-18;13;02:50;3;35;66i8MjAq8kyUobMzo8zYNc
517;50 Million Year Trip (Downside Up);Kyuss;4;41;82;84;20;-11;50;05:49;0;38;1rcdPPsFokyqj8KF51xCHV
518;Thong Song;Kyuss;5;41;94;47;36;-15;45;03:47;0;34;4K9umAd9TkXbPld2Bx4v8c
519;Apothecaries' Weight;Kyuss;6;41;177;51;24;-14;41;05:21;1;33;6ZUsVj3kuS0LY2izJJcymE
520;Caterpillar March;Kyuss;7;41;120;75;21;-15;63;01:56;1;32;7pZzHuO7AmnmJzw4iSR8Mb
521;Freedom Run;Kyuss;8;41;170;55;25;-17;51;07:37;8;33;2lFY4hpaQxPG2HjHzSAUXc
522;800;Kyuss;9;41;177;60;42;-19;52;01:34;16;30;2VIsT3MooNAxWpOLgvQLpL
523;Writhe;Kyuss;10;41;86;66;41;-15;60;03:42;2;33;0ZDXI91Cf66bJRs3oG12xt
524;Capsized;Kyuss;11;41;123;28;66;-20;4;00:56;66;29;4NrOXecpvKxTkN4nbPQ6my
525;Allen's Wrench;Kyuss;12;41;102;66;44;-17;61;02:44;1;31;5Ifvup5EBJ76HrDwQ1645K
526;Mondo Generator;Kyuss;13;41;85;72;18;-15;34;06:16;14;30;6nEC3SbDCB7BgPNU3nXLQh
527;Yeah;Kyuss;14;41;0;0;0;-30;0;00:04;79;0;0s6BnZCanXlkFA3xb9WRT1
2003;The While Album;Diamond Head;1;42;;;;;;;;;
528;Exciter;Judas Priest;1;43;130;88;48;-6;27;05:32;4;39;1d8nkRm5t4DN4X0FMw4Zcs
529;White Heat, Red Hot;Judas Priest;2;43;180;87;29;-7;55;04:19;0;31;3fIibHAv2jMvwOnFdyoVUm
530;Better by You, Better Than Me;Judas Priest;3;43;98;87;56;-6;55;03:23;7;40;0GpBFY4Mb7fZVyQgaWirNG
531;Stained Class;Judas Priest;4;43;138;77;49;-5;40;05:18;28;32;1MTwjkx78JmFLjDp1IPYW7
532;Invader;Judas Priest;5;43;174;82;37;-6;62;04:10;10;29;1G4Tl43gz30UBIxa3eXDMN
533;Saints in Hell;Judas Priest;6;43;97;81;52;-6;54;05:28;1;31;0FO6ryfz00BYNNiJ2ByFIA
534;Savage;Judas Priest;7;43;120;86;58;-6;44;03:27;1;28;71VYeDdr8TTNtevYRpwCry
535;Beyond the Realms of Death;Judas Priest;8;43;174;71;28;-6;54;06:50;4;52;3Rtv6zRNKpeSygXoaF9kCm
536;Heroes End;Judas Priest;9;43;140;88;49;-5;57;04:58;2;29;7hTpo3OWELAWdoVfntUsYY
539;In The Beginning;M?tley Cr?e;1;44;133;67;29;-12;18;01:14;82;40;4ZjGXumt8C1gqLAVtGE55G
540;Shout At The Devil;M?tley Cr?e;2;44;94;95;49;-5;45;03:16;2;68;1hqrYSqvNc9x3BETX1cZhk
541;Looks That Kill;M?tley Cr?e;3;44;136;95;49;-6;73;04:09;0;64;5uRN4EmPA7BWs5f4xsIl0Z
542;Bastard;M?tley Cr?e;4;44;172;96;46;-7;61;02:54;0;49;1VgPtBfimSy1THaB4D6fM9
543;God Bless The Children of the Beast;M?tley Cr?e;5;44;117;36;51;-14;33;01:31;74;40;14wCckwoW9dj8DUyD9nkqc
544;Helter Skelter;M?tley Cr?e;6;44;92;90;40;-5;38;03:12;0;53;0LJjpgy8SBqDKyTlS7RwEy
545;Red Hot;M?tley Cr?e;7;44;117;91;51;-6;62;03:21;3;50;4aVWFGdslXPnyh1GAMy7Pp
546;Too Young To Fall In Love;M?tley Cr?e;8;44;100;81;49;-6;85;03:33;14;57;2rVZC1JG8pBIuUUdrpvjPx
547;Knock 'Em Dead, Kid;M?tley Cr?e;9;44;140;96;57;-6;55;03:43;1;52;6eQJHIrPxZHC3zCHKijXZk
548;Ten Seconds To Love;M?tley Cr?e;10;44;134;93;65;-6;86;04:18;2;53;2ABRY6jgqgSUyS5B1YdNIn
549;Danger;M?tley Cr?e;11;44;119;86;56;-6;56;03:51;3;42;2Xb3ABjlbfadVIKDpp2s9a
550;Bonded by Blood;Exodus;1;45;157;96;18;-6;25;03:44;0;44;2riiohLaKgMFlu4RQT1MPV
551;Exodus;Exodus;2;45;164;95;16;-6;16;04:05;0;35;6RUECis8XuDKjOH001ulDt
552;And Then There Were None;Exodus;3;45;174;97;20;-6;23;04:40;0;36;17sfZVqAniwZgtZAxUv8ym
553;A Lesson in Violence;Exodus;4;45;94;97;24;-5;27;03:49;0;37;7INHJI8QevyNUri2JKinLO
554;Metal Command;Exodus;5;45;154;99;18;-5;8;04:13;0;32;0iNQAtJ1hquiS5SnmXJfox
555;Piranha;Exodus;6;45;95;93;23;-5;32;03:46;0;36;0KK5DBk9cAC1xV7q6K7G1z
556;No Love;Exodus;7;45;165;95;20;-8;8;05:09;0;29;107HMg46yuREPVAZA4wQRQ
557;Deliver Us to Evil;Exodus;8;45;172;95;22;-5;25;07:08;0;29;6Uh2QcYA4iw9GaEwVEgbQJ
558;Strike of the Beast;Exodus;9;45;93;96;27;-5;17;03:57;0;38;3nBbTSjJpTHDyz3D1x1rDu
559;Blood and Thunder;Mastodon;1;46;93;94;36;-7;48;03:49;0;58;3jagGO7eHHuaD53ibehkux
560;I Am Ahab;Mastodon;2;46;140;97;21;-6;34;02:46;0;42;0gr97EET1vP85jcFESMYRK
561;Seabeast;Mastodon;3;46;132;94;26;-8;45;04:15;0;41;4dlsUdGXRe5nkxMIauacJq
562;Island;Mastodon;4;46;81;99;16;-7;27;03:26;0;37;6UQj5lRRVDJfaWpzCLOCAH
563;Iron Tusk;Mastodon;5;46;128;98;47;-6;26;03:03;0;43;7zF8QWnnpQ1xNTWmCdsQCX
564;Megalodon;Mastodon;6;46;131;98;27;-7;37;04:23;0;41;1rLDTmI8quVUsGy9mzrXBx
565;Naked Burn;Mastodon;7;46;158;96;23;-7;62;03:42;0;37;348pOMYZ4f4j8bkbX0hQcZ
566;Aqua Dementia;Mastodon;8;46;168;97;18;-6;19;04:10;0;39;03Gs3eAOlUkCJIsCX63qhD
567;Hearts Alive;Mastodon;9;46;167;95;17;-7;25;13:40;0;36;5ZwXpxkFA2qW0nGCXwpIx4
568;Joseph Merrick - Instrumental;Mastodon;10;46;95;31;48;-14;11;03:33;24;33;10DrDEatayhTM9dx9FIHSF
569;South Of Heaven;Slayer;1;47;139;99;31;-4;4;04:59;0;54;1f2nJKg780VxYIveVq6Xej
570;Silent Scream;Slayer;2;47;98;99;29;-3;21;03:07;0;38;6FUdzKbBoIzJRNzitq4qqE
571;Live Undead;Slayer;3;47;114;99;44;-4;13;03:50;0;33;6DFDTqHD5VGqsFeTGKag2u
572;Behind The Crooked Cross;Slayer;4;47;104;99;36;-4;48;03:15;0;38;2RnWnqnMqBuFosND1hbGjk
573;Mandatory Suicide;Slayer;5;47;148;100;36;-3;28;04:05;0;43;54hjFPLAWMurvAqlh0fifV
574;Ghosts Of War;Slayer;6;47;95;99;27;-3;21;03:53;0;33;65xpIwIluxmO6PBW7c7aqw
575;Read Between The Lies;Slayer;7;47;91;99;50;-4;28;03:20;0;31;1O10NUCUzqL0sTpPJmKi1f
576;Cleanse The Soul;Slayer;8;47;104;100;32;-4;38;03:02;0;30;5QoGVES8fPB92sGi0TpUiT
577;Dissident Aggressor;Slayer;9;47;103;98;37;-4;15;02:35;0;31;6NE2aoRde5lFox3RNuHilx
578;Spill The Blood;Slayer;10;47;77;97;35;-4;23;04:49;0;33;1KlZT1omFpW2pd7k8Z6vth
579;Tarot Woman;Rainbow;1;48;138;88;31;-10;20;05:59;12;39;5NYjaAwqvdUWy44HKXEmyf
580;Run With The Wolf;Rainbow;2;48;166;86;30;-9;66;03:40;0;34;5GZZm1q25YdsLpDVPN6xl4
581;Starstruck;Rainbow;3;48;142;95;47;-9;50;04:06;1;39;64GaIxLU16MP3v3fPabp4f
582;Do You Close Your Eyes;Rainbow;4;48;141;91;39;-8;55;02:59;3;32;7Hjo1qTvVyE4gKWKTa3Zv5
583;Stargazer;Rainbow;5;48;177;95;17;-8;44;08:26;0;56;1aDNYyeU62BuQsBAY18i48
584;A Light In The Black;Rainbow;6;48;109;96;35;-10;15;08:12;0;37;049KSornup3DVwWNxLY9UJ
585;Through Silver In Blood;Neurosis;1;49;127;86;27;-10;10;12:12;0;27;7eyK2gnvdlOwqHv8YH9bK7
586;Rehumanize;Neurosis;2;49;79;52;39;-18;14;01:46;65;22;5BBfllI8hk4r2GK7bWtCzl
587;Eye;Neurosis;3;49;129;79;20;-8;28;05:18;0;24;56bAgMY066gE5GoWAqcxcg
588;Purify;Neurosis;4;49;108;69;25;-10;4;12:18;0;22;7lxlrqS1dCBmdAgXI4cR9P
589;Locust Star;Neurosis;5;49;110;72;29;-9;24;05:49;0;39;1Sb2dgS6ruZnJYNQ3SxLHd
590;Strength of Fates;Neurosis;6;49;78;31;20;-13;18;09:44;1;21;6O3NHOrGfwf7KXM1EsTtHf
591;Become the Ocean;Neurosis;7;49;77;50;18;-22;19;01:27;4;18;1BpIsdibg1tudFkLDPerzQ
592;Aeon;Neurosis;8;49;135;35;27;-12;9;11:44;0;18;1vGmdXBUWksAsi2NlhMNwR
593;Enclosure In Flame;Neurosis;9;49;118;27;32;-12;4;10:19;1;16;6LfseiBqkTtyONP8SztCcD
594;-515;Slipknot;1;50;113;53;31;-12;8;01:00;0;38;4DwUKMDj7MgUMTuyA8ef0n
595;People = Shit;Slipknot;2;50;122;100;46;-3;14;03:36;0;49;3nSK1M29hY2Jg2CjsJe98h
596;Disasterpiece;Slipknot;3;50;108;99;40;-4;19;05:08;0;47;0KtLQRXqcP9qFgxpk4vuiB
597;My Plague;Slipknot;4;50;89;99;28;-3;11;03:40;0;47;4vy4R3a1FfrbG03YacLoER
598;Everything Ends;Slipknot;5;50;115;99;47;-3;32;04:14;0;44;5LRtNztgKF6q7GGTFXuPj2
599;The Heretic Anthem;Slipknot;6;50;101;99;45;-4;14;04:14;0;47;1j3sGUX5GOviHgrJeRqzXu
600;Gently;Slipknot;7;50;137;96;30;-5;20;04:54;0;41;2VZE8io5jR6jb3dv1Ti0yV
601;Left Behind;Slipknot;8;50;157;99;23;-3;12;04:01;0;46;00gZKlWAXM256BvCaUV0qv
602;The Shape;Slipknot;9;50;109;99;36;-3;21;03:38;0;42;7ATMHUvcP3iFQ5GwuZYSAP
603;I Am Hated;Slipknot;10;50;126;99;44;-3;43;02:38;0;42;6KZvgVnO8tKqZAxfnkO1Xb
604;Skin Ticket;Slipknot;11;50;147;96;30;-4;20;06:41;0;40;1auYsGiFsfFVKhvEgK1LRf
605;New Abortion;Slipknot;12;50;112;99;33;-4;16;03:37;0;40;59eJXczMhBQLgHfUnOXblm
606;Metabolic;Slipknot;13;50;98;99;32;-3;26;03:59;0;40;0icVOnDCunkXXDQEpgLMwh
607;Iowa;Slipknot;14;50;174;67;32;-7;34;15:05;0;39;1VQCAHBRlX2gBHTjopYQlS
608;Buried Dreams;Carcass;1;51;137;99;27;-4;20;03:59;0;22;1nS7bYv66OXdVnztWgC4B7
609;Carnal Forge;Carcass;2;51;98;100;20;-4;15;03:55;0;15;3wZ8PurC5ZuHh3YoEy4XB9
610;No Love Lost;Carcass;3;51;83;99;40;-4;36;03:23;0;18;5nWTnbrTqyrMTKcNhHjbY2
611;Heartwork;Carcass;4;51;91;100;20;-5;18;04:33;0;31;1PBhzfzTAZ5qyIfzqPqign
612;Embodiment;Carcass;5;51;77;97;24;-5;57;05:37;0;15;2YUk2CfU6tzPJ7BxS5nCK5
613;This Mortal Coil;Carcass;6;51;86;99;21;-5;24;03:50;0;16;05cTYmrpndJvgPpvt3Mtwv
614;Arbeit Macht Fleisch;Carcass;7;51;101;100;20;-5;16;04:22;0;13;6Y2GFRQMXvrFnOk25W27Zn
615;Blind Bleeding The Blind;Carcass;8;51;104;98;29;-6;15;04:57;0;12;5IRmF5XVNWFlov7i7C3r2c
616;Doctrinal Expletives;Carcass;9;51;140;98;35;-5;41;03:39;0;11;3iqNbLhA9d4VAZ3rDACVTh
617;Death Certificate;Carcass;10;51;98;98;27;-6;38;03:37;0;12;6Otuf5fWOZjhCxdrbpzftN
1240;Rock Rock (Till You Drop);Def Leppard;1;52;133;94;56;-6;45;03:55;0;46;1RBQR8HjZUPLikoIjD67Ep
1241;Photograph;Def Leppard;2;52;124;88;60;-7;62;04:08;0;63;18URo35acNKRTHfEdjTcGn
1242;Stagefright;Def Leppard;3;52;170;94;37;-8;38;03:45;0;39;6wzYsqOkBLqyjyzFRohAFi
1243;Too Late For Love;Def Leppard;4;52;95;81;54;-7;34;04:27;0;50;5vHyWEoEyIJT5RhR1fcN7y
1244;Die Hard The Hunter;Def Leppard;5;52;128;89;51;-8;18;06:16;0;39;7KLg11Zw7jmxRC7CpGKEAR
1245;Foolin';Def Leppard;6;52;114;79;61;-7;47;04:34;0;54;1wv8bYmoqY3TAKKQY3Qn7t
1246;Rock Of Ages;Def Leppard;7;52;106;79;71;-8;64;04:08;1;43;4eXGF4fOubY0IhWieQ0OoF
1247;Comin' Under Fire;Def Leppard;8;52;118;74;62;-7;47;04:15;0;41;3uzikCqfwbnNJ8JhtcJTVP
1248;Action Not Words;Def Leppard;9;52;126;87;58;-6;48;03:49;0;35;6rT6dgUTrCF9HLBwTK75bR
1249;Billy's Got A Gun;Def Leppard;10;52;92;81;60;-8;21;05:56;0;39;33ekOLwD9CszREcPpS6f1K
618;Machine Screw;Type O Negative;1;53;80;83;30;-12;10;00:41;36;23;5VQfpY6p3t46tCXE282tDY
619;Christian Woman;Type O Negative;2;53;90;62;28;-9;13;08:58;15;36;3FP9SIntXfSDYwLdjnhanN
620;Black No. 1 (Little Miss Scare -All);Type O Negative;3;53;95;70;36;-9;41;11:15;4;42;6HtFpG2WX3TfB8oLLua3XJ
621;Fay Wray Come out and Play;Type O Negative;4;53;86;91;33;-14;5;01:03;11;24;7LhkYI8ekN0sEg4ELeoxJQ
622;Kill All the White People;Type O Negative;5;53;95;88;32;-9;31;03:24;0;28;06jxl69T2M7itQNvk4c9oP
623;Summer Breeze;Type O Negative;6;53;128;71;37;-8;35;04:49;2;43;5cDS0AxJMZkAHjuwfUomJI
624;Set Me on Fire;Type O Negative;7;53;103;90;40;-7;52;03:30;0;33;4iwRcNfL0VqwUNtbSQ0hZL
625;Dark Side of the Womb;Type O Negative;8;53;187;47;29;-17;35;00:28;5;0;4ghhm0m3Cxw9tOZCcNnA4s
626;We Hate Everyone;Type O Negative;9;53;127;94;41;-7;20;06:51;1;33;1Wj1gKbroMprxXplNvbtPJ
627;Bloody Kisses (A Death in the Family);Type O Negative;10;53;139;54;33;-9;15;10:56;8;32;2pajYwitfIBfNUZwag6NEt
628;3.O.I.F.;Type O Negative;11;53;82;61;12;-19;3;02:06;33;21;2YURBB7UISqxi1UpnwNOAX
629;Too Late: Frozen;Type O Negative;12;53;128;81;34;-7;38;07:53;0;30;2aUv0uf0zDg2XF5qiWq0Ji
630;Blood & Fire;Type O Negative;13;53;128;77;35;-8;23;05:33;1;27;7BdNgspxizqAK8KP3YfBzH
631;Can't Lose You;Type O Negative;14;53;116;75;30;-7;18;06:06;1;31;1vHcVyakhOInioUUnm5vlA
632;In The Meantime;Helmet;1;54;160;86;36;-9;60;03:08;0;42;6mHgOGBDLM71YzKcwAyiXi
633;Iron Head;Helmet;2;54;95;90;58;-8;59;03:23;0;34;2FhUbI3O3YQ3N5eGSUDwbX
634;Give It;Helmet;3;54;141;84;30;-8;55;04:17;0;31;6rVleAFgtmJ04Omk6Mmon5
635;Unsung;Helmet;4;54;160;81;34;-9;73;03:58;0;54;0z25tUQgEI4cIyNZ1TgWig
636;Turned Out;Helmet;5;54;114;86;35;-10;59;04:14;0;32;1hkMn2pxLovYof8uDgpiTq
637;He Feels Bad;Helmet;6;54;88;71;39;-8;49;04:03;0;30;580vmwV7m3VncbxaWdc8q4
638;Better;Helmet;7;54;150;68;43;-10;81;03:10;0;28;4zifCcliaROnRc1r35F6KN
639;You Borrowed;Helmet;8;54;111;84;39;-9;39;03:45;0;29;5RzZkoMROd0iY0iFU31VZE
640;FBLA II;Helmet;9;54;115;84;48;-10;44;03:22;0;28;18HtfEFUEydTblkPTWTicw
641;Role Model;Helmet;10;54;99;73;49;-9;77;03:36;0;30;11NEr1yeCun0YPISh4FVVF
642;The Leper Affinity;Opeth;1;55;67;92;13;-6;4;10:23;0;34;4xQl7d1pI8kbT0vb7cdnjC
643;Bleak;Opeth;2;55;95;87;25;-5;30;09:16;0;37;294Qb8EGfUjmZhaxROiLiV
644;Harvest;Opeth;3;55;63;69;50;-6;23;05:59;4;41;3RPC7hdB3nPcLChdNV8EqB
645;The Drapery Falls;Opeth;4;55;190;86;10;-6;31;10:52;0;40;1kLXoAje5Z4mlZOAFgZZj3
646;Dirge for November;Opeth;5;55;138;38;27;-8;14;07:51;1;32;03buZuYnP6IjQ7B9OaFOmj
647;The Funeral Portrait;Opeth;6;55;130;96;31;-6;9;08:42;0;31;7mIdbgG6ex1nlx6Z8WyrkI
648;Patterns in the Ivy;Opeth;7;55;132;26;63;-18;46;01:50;94;33;0efi9kXISVqzXTVvvjP6VR
649;Blackwater Park;Opeth;8;55;80;86;11;-7;14;12:08;0;37;4ghtc1qkwPW5CIjYrac1MJ
650;Sugar Coated Sour;The Dillinger Escape Plan;1;56;91;97;29;-5;22;02:24;0;29;2UcpjCU2cpRx7DurSQb7U1
651;43% Burnt;The Dillinger Escape Plan;2;56;139;93;35;-7;28;04:31;0;39;3zlaF6d64vPWScaR0hSaqB
652;Jim Fear;The Dillinger Escape Plan;3;56;87;95;23;-5;25;02:22;0;25;6Wt5BTiXVKPqEhCfSj77QZ
653;*#..;The Dillinger Escape Plan;4;56;116;83;44;-10;7;02:41;0;22;64CAJlurlZd8e8Rz8i5Mp2
654;Destro's Secret;The Dillinger Escape Plan;5;56;138;96;33;-5;23;01:56;0;22;1Tq8OFKWccjquHdBqmCub6
655;The Running Board;The Dillinger Escape Plan;6;56;120;96;31;-5;9;03:22;0;22;5TaqJBVJBIv6plUfAdNl9D
656;Clip The Apex...Accept Instruction;The Dillinger Escape Plan;7;56;111;99;29;-4;7;03:29;0;21;6kaYoWPZFjsGTG2jFVgfBl
657;Calculating Infinity;The Dillinger Escape Plan;8;56;135;90;62;-5;77;02:02;0;22;1GdvplkzMWe5f3vgUMeLbr
658;4th Grade Dropout;The Dillinger Escape Plan;9;56;127;94;28;-5;30;03:36;0;20;5X0geOnVNaB7wVPy9uoUXN
659;Weekend Sex Change;The Dillinger Escape Plan;10;56;118;74;35;-10;20;03:12;1;21;0ZvoRLaP0trHV92SjN8dtc
660;Variations on a Cocktail Dress;The Dillinger Escape Plan;11;56;83;0;23;-7;62;07:56;1;18;596mckm1dbzrzSdJBv3iqx
661;Al Svartr (The Oath);Emperor;1;57;67;41;21;-11;7;04:18;2;0;4xvc7nNRTsQKrWKP9QEvUq
662;Ye Entrancepmerium;Emperor;2;57;77;93;7;-4;4;05:15;0;0;7HmGwZ0HvZIsB90wt3AuDE
663;Thus Spake the Nightspirit;Emperor;3;57;127;81;16;-4;3;04:30;0;0;1N7DaPBfF0x3qSfj4bnBKO
664;Encorcelled by Khaos;Emperor;4;57;95;90;12;-5;15;06:39;0;0;0Bh5dCctnyc6AzheAGHX3C
665;The Loss & Curse of Reverence;Emperor;5;57;142;89;14;-4;4;06:09;0;0;3Y5xeg9oVzPM3kXvrjAtfn
666;The Acclamation of Bonds;Emperor;6;57;112;95;16;-4;4;05:54;0;0;5PWL9Q8Ekpi50bXKtL6Nup
667;With Strength I Burn;Emperor;7;57;141;94;14;-4;4;08:18;0;0;4Ug7jggetFjiGK5JxWIWJJ
668;The Wanderer (Instrumental);Emperor;8;57;134;55;21;-5;4;02:54;0;0;4SvmQ32PeXkhN6J9KmRb9B
672;This Time;Life Of Agony;1;58;142;87;33;-5;42;05:40;0;28;7ja4q4bWtTBippjQpF452i
673;Underground;Life Of Agony;2;58;135;88;40;-6;38;04:42;0;28;23GnfesJMUBrO4NVP1oZgU
674;Monday;Life Of Agony;3;58;85;17;28;-32;9;01:31;89;20;7MaY0LeEBgl36I9W7NlM4R
675;River Runs Red;Life Of Agony;4;58;164;93;26;-5;35;01:55;0;34;3KrjJgriB8BcBWOwNNB69F
676;Through and Through;Life Of Agony;5;58;99;88;35;-5;24;03:04;0;26;6Bj0oDphq1KC8a2XW5Agyg
677;Words and Music;Life Of Agony;6;58;140;59;33;-14;27;05:14;0;23;4m7Sj7Gqk4A64kQNR3hFTY
678;Thursday;Life Of Agony;7;58;116;24;58;-29;20;02:13;93;18;3Bts5MFHG5QQaOJMJOJqSv
679;Bad Seed;Life Of Agony;8;58;167;78;26;-7;33;05:39;0;25;0d2u18OBTBorKPzHrYxXan
680;My Eyes;Life Of Agony;9;58;123;69;54;-13;41;02:45;0;21;09TJRgoaSj2x3jFlGEyh2H
681;Respect;Life Of Agony;10;58;76;67;26;-13;27;04:14;0;20;3AFxgQ48P7YX0x8PtYTnVy
682;Method of Groove;Life Of Agony;11;58;135;76;34;-14;29;05:17;0;22;5zbYs6OWpLaXU0mqzvMDyI
683;The Stain Remains;Life Of Agony;12;58;94;60;27;-14;19;04:32;0;20;2O1mGGTZ5s48ZEQJYVjgbs
684;Friday;Life Of Agony;13;58;80;44;26;-30;5;03:35;68;15;2L9PaGL1kIabdIt7irch2g
685;Evolved As One;Napalm Death;1;59;119;60;38;-14;36;03:14;0;13;5ABrjtEXsp56zD4MAJoGdK
686;It's A M.A.N.S. World!;Napalm Death;2;59;109;90;28;-14;13;00:55;0;13;1fO2BQABQk9TcvsJjbmtQ7
687;Lucid Fairytale;Napalm Death;3;59;116;70;30;-15;19;01:04;0;13;3kZpNo5k3D5E2MpQgczFRT
688;Private Death;Napalm Death;4;59;107;74;30;-15;26;00:36;0;10;02f10Mxrtj4IahrpifC6BN
689;Impressions;Napalm Death;5;59;98;74;23;-14;7;00:35;0;10;3VJuHwQWhNjDcKvW7ahahj
690;Unchallenged Hate;Napalm Death;6;59;104;79;24;-14;54;02:08;0;20;3Kg9wUgkdZAr2a8DZOtMt4
691;Uncertainty Blurs The Vision;Napalm Death;7;59;95;76;33;-13;22;00:40;0;10;6OwnwvpztvLFT5isFZt647
692;Cock-Rock Alienation;Napalm Death;8;59;113;87;22;-15;23;01:22;0;10;5jhPPLDvoDGjO5CbvxndpL
693;Retreat To Nowhere;Napalm Death;9;59;111;69;39;-14;17;00:30;0;9;6rp0SRh2O0zp5Glpfd5QlJ
694;Think For A Minute;Napalm Death;10;59;113;89;31;-14;23;01:44;0;9;2AHamYILkHSZwshVc3daiE
695;Display To Me...;Napalm Death;11;59;107;88;24;-14;50;02:43;0;9;1b6bIDSun96OulQhMz9UOK
696;From Enslavement To Obliteration;Napalm Death;12;59;107;81;25;-13;47;01:38;0;12;3BaJFoEncVasX4Si3NAkJG
697;Blind To The Truth;Napalm Death;13;59;110;67;19;-13;0;00:23;0;0;5XlEu4xZF1YMFQVkYaQlcz
698;Social Sterility;Napalm Death;14;59;110;85;23;-14;28;01:04;0;9;5LMz0wpTjyf1ijxOEWSqkr
699;Emotional Suffocation;Napalm Death;15;59;101;91;26;-12;7;01:08;0;8;6pX8LfHu0lxhv4kfXX5vWf
700;Practice What You Preach;Napalm Death;16;59;102;84;34;-12;34;01:25;0;9;4hcPCdWM4kUpOBWflYCO7w
701;Inconceivable?;Napalm Death;17;59;111;86;18;-12;36;01:07;0;8;3M3xa8izsc7vDd9S37vFOT
702;Worlds Apart;Napalm Death;18;59;105;89;24;-12;4;01:25;0;7;2j2u8p3DDG8Fa8FJIapXV6
703;Obstinate Direction;Napalm Death;19;59;103;91;25;-13;7;01:03;0;7;5YhKnIaGRk593j2phjCELC
704;Mentally Murdered;Napalm Death;20;59;112;89;18;-12;45;02:16;0;9;6FBOCvFNx6C0f6tW6WrqoK
705;Sometimes;Napalm Death;21;59;93;90;21;-12;10;01:08;0;7;4nenWbNxupC2wZYA8urf3U
706;Make Way!;Napalm Death;22;59;115;87;23;-12;15;01:37;0;7;01RUGttwVIvDlD5ymnMWUU
716;Boris;Melvins;1;60;127;26;50;-17;14;08:35;27;32;7up6lmFT6F3k9ld2hsXeht
717;Anaconda;Melvins;2;60;136;54;37;-15;48;02:23;0;28;1A8lR2uTjziPQq8uo0MwNX
718;Ligature;Melvins;3;60;119;18;49;-19;28;03:49;2;25;6qvbeaKX7oEqpXZgcFa7dF
719;It's Shoved;Melvins;4;60;130;38;64;-18;96;02:36;0;27;0eWtU3lhxXeTHF9vP1wLZj
720;Zodiac;Melvins;5;60;130;70;29;-15;42;04:14;0;27;0F1oPyEZ7fyNsYJstJBKD0
721;If I Had An Exorcism;Melvins;6;60;124;42;27;-16;19;03:07;0;24;6OwKzxjtxonYeMdkrf3yAS
722;Your Blessened;Melvins;7;60;118;24;41;-16;33;05:39;0;20;76K8cvWGrfxux1pwPU1E5D
723;Cow;Melvins;8;60;149;78;44;-15;14;04:31;0;19;76P7RkUdjbLA8ICp0ERJG4
724;Concubine;Converge;1;61;168;97;21;-4;19;01:19;0;42;1ui9EPnCqTurWbYICi9Gld
725;Fault and Fracture;Converge;2;61;86;100;20;-3;10;03:05;0;34;2ePkT9CNkP481L7A10PIV4
726;Distance and Meaning;Converge;3;61;93;96;22;-4;19;04:18;0;32;2PZF2vVqEoOGyHpsH9XeYe
727;Hell to Pay;Converge;4;61;103;69;32;-7;19;04:32;0;31;3IP88lVJFVCEClXXJEJfPy
728;Homewrecker;Converge;5;61;95;98;29;-4;28;03:51;0;32;5QgHa6ZzjVcvKIg0w7oO1N
729;The Broken Vow;Converge;6;61;179;92;10;-4;28;02:13;0;30;45LROZKPtJOYAIGRiDZQWL
730;Bitter and Then Some;Converge;7;61;103;99;41;-4;32;01:28;0;28;1IuXn0UGbV7rWMnxORxu6O
731;Heaven in Her Arms;Converge;8;61;191;98;14;-4;27;04:01;0;29;1Pcurp1l7WQMZ9gTUYeGcG
732;Phoenix in Flight;Converge;9;61;119;81;21;-6;11;03:49;0;27;7cDMcALsaDm3IhKD5xh4jI
733;Phoenix in Flames;Converge;10;61;48;99;31;-5;6;00:42;0;25;2pzDYkhFFRbmfypcklAVKg
734;Thaw;Converge;11;61;153;99;18;-4;15;04:30;0;26;4KyKFoR7N69ZRNJ8tGT1lO
735;Jane Doe;Converge;12;61;129;90;18;-4;16;11:34;0;28;6HZLP97RpHota93UgeDcJt
736;Jerusalem;Sleep;1;62;97;53;16;-10;4;09:26;0;0;7Ke7le1IsxcnPTPMCrx6GM
737;Jerusalem;Sleep;2;62;101;78;39;-8;6;08:26;0;0;2xvceDQ92fRCgtQfBxrlXP
738;Jerusalem;Sleep;3;62;101;59;41;-11;4;09:01;0;0;2uDGXu7YPNuNe3ZlXdFzqq
739;Jerusalem;Sleep;4;62;101;54;46;-11;13;10:28;0;0;2efFOvGR5joVbmA62N2xQF
740;Jerusalem;Sleep;5;62;190;70;15;-7;6;05:45;0;0;4mnsvjOItasaySnQTwxfeq
741;Jerusalem;Sleep;6;62;97;67;25;-7;4;09:01;0;0;6To1wuD38mthFMRZdE1Ie5
742;Agent Orange;Sodom;1;63;114;99;26;-5;26;06:05;0;0;2f8zYFBNmNZ7e8GvsovbAe
743;Tired and Red;Sodom;2;63;115;100;32;-5;8;05:28;1;0;4VTCY7Vgu75STVaDkLDSc2
