id,ident,type,name,lat,long,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
6467,UKBB,large_airport,Boryspil International Airport,50.345001220703125,30.894699096679688,427,EU,Ukraine,UA,Kiev,UA-32,32,Kiev,1,UKBB,KBP,NA,http://www.airport-borispol.kiev.ua/,https://en.wikipedia.org/wiki/Boryspil_International_Airport,"Borispol, Міжнародний аеропорт ""Бориспіль""",1600,2009-02-18T19:50:27Z
6478,UKKK,medium_airport,Kiev Zhuliany International Airport,50.40194,30.45194,587,EU,Ukraine,UA,Kiev,UA-32,32,Kiev,1,UKKK,IEV,NA,https://iev.aero/,https://en.wikipedia.org/wiki/Kyiv_International_Airport_(Zhuliany),"Міжнародний аеропорт ""Київ""",1050,2018-09-16T02:24:51Z
6481,UKLL,medium_airport,Lviv International Airport,49.8125,23.956100463867188,1071,EU,Ukraine,UA,Lviv,UA-46,46,Lviv,1,UKLL,LWO,NA,http://www.airport.lviv.ua/index.php?id=home&L=1,https://en.wikipedia.org/wiki/Lviv_International_Airport,"Міжнародний аеропорт ""Львів""",1200,2009-02-18T19:52:47Z
6487,UKOO,large_airport,Odessa International Airport,46.42679977416992,30.67650032043457,172,EU,Ukraine,UA,Odessa,UA-51,51,Odessa,1,UKOO,ODS,NA,http://www.airport.od.ua/,https://en.wikipedia.org/wiki/Odessa_International_Airport,"Odesa Central, Міжнародний аеропорт Одеса",1200,2009-01-21T23:07:01Z
6474,UKFF,large_airport,Simferopol International Airport,45.0522,33.975101,639,EU,Ukraine,UA,Crimea,UA-43,43,Simferopol,1,UKFF,SIP,URFF,https://new.sipaero.ru/,https://en.wikipedia.org/wiki/Simferopol_International_Airport,NA,1200,2021-03-10T08:58:37Z
6471,UKDD,medium_airport,Dnipropetrovsk International Airport,48.357200622558594,35.10060119628906,481,EU,Ukraine,UA,Dnipropetrovsk,UA-12,12,Dnipropetrovsk,1,UKDD,DNK,NA,NA,https://en.wikipedia.org/wiki/Dnipropetrovsk_International_Airport,"Міжнародний аеропорт ""Дніпропетровськ""",1200,2009-02-18T18:23:07Z
6476,UKHH,large_airport,Kharkiv International Airport,49.924800872802734,36.290000915527344,508,EU,Ukraine,UA,Kharkiv,UA-63,63,Kharkiv,1,UKHH,HRK,NA,http://www.airport.kharkov.ua/,https://en.wikipedia.org/wiki/Kharkiv_International_Airport,"Osnova International Airport, Міжнародний аеропорт ""Харків""",1200,2009-02-18T19:59:24Z
6468,UKCC,closed,Donetsk Sergei Prokofiev International Airport,48.075072,37.72527,791,EU,Ukraine,UA,Donetsk,UA-14,14,Donetsk,0,UKCC,DOK,NA,http://airport.dn.ua/,https://en.wikipedia.org/wiki/Donetsk_International_Airport,"Міжнародний аеропорт ""Донецьк""",1200,2021-03-10T13:42:27Z
6485,UKLU,medium_airport,Uzhhorod International Airport,48.634300231933594,22.263399124145508,383,EU,Ukraine,UA,Zakarpattia,UA-21,21,Uzhhorod,1,UKLU,UDJ,NA,NA,https://en.wikipedia.org/wiki/Uzhhorod_International_Airport,"Міжнародний аеропорт ""Ужгород""",800,2009-02-18T20:01:50Z
6482,UKLN,medium_airport,Chernivtsi International Airport,48.259300231933594,25.98080062866211,826,EU,Ukraine,UA,Chernivtsi,UA-77,77,Chernivtsi,1,UKLN,CWC,NA,NA,https://en.wikipedia.org/wiki/Chernivtsi_International_Airport,NA,1050,2009-02-18T18:21:01Z
6480,UKLI,medium_airport,Ivano-Frankivsk International Airport,48.88420104980469,24.686100006103516,919,EU,Ukraine,UA,Ivano-Frankivsk,UA-26,26,Ivano-Frankivsk,1,UKLI,IFO,NA,http://www.aeroportifua.ifrastudio.com/index.php?area=2,https://en.wikipedia.org/wiki/Ivano-Frankivsk_International_Airport,Міжнародний аеропорт Івано-Франківськ,1050,2009-02-18T19:46:15Z
6479,UKKM,medium_airport,Gostomel Airport,50.60350036621094,30.1919002532959,517,EU,Ukraine,UA,Kiev,UA-32,32,Kiev,0,UKKM,GML,NA,http://www.antonov.com/products/airport/index.xml,https://en.wikipedia.org/wiki/Gostomel_Airport,"Antonov International Airport, Аеропорт „Антонов”, Hostomel Airport",750,2009-01-21T23:11:13Z
6470,UKCW,medium_airport,Luhansk International Airport,48.4174003601,39.3740997314,636,EU,Ukraine,UA,Luhansk,UA-09,09,Luhansk,1,UKCW,VSG,NA,NA,https://en.wikipedia.org/wiki/Luhansk_International_Airport,"Lugansk International Airport, Міжнародний аеропорт Луганськ, Аэропорт Луганск",1050,2010-02-22T15:59:41Z
31747,UKFK,small_airport,Kerch Airport,45.372501373291016,36.40140151977539,171,EU,Ukraine,UA,Crimea,UA-43,43,Kerch,0,UKFK,KHC,NA,NA,NA,NA,50,2008-08-03T11:50:53Z
44436,UA-0038,small_airport,Kiev Chaika,50.428696,30.29854,NA,EU,Ukraine,UA,Kiev,UA-32,32,Kiev,0,UKKJ,NA,NA,NA,https://en.wikipedia.org/Kiev_Chaika_Airfield,NA,0,2019-07-14T05:35:52Z
45181,UA-0052,small_airport,Korotych Airfield,49.971,36.011,NA,EU,Ukraine,UA,Kharkiv,UA-63,63,Lyubotin,0,NA,NA,NA,http://www.aeroclub.net.ua/,NA,"Korotich Airfield, Аэродром Коротыч, Аэродром Коротич",0,2009-11-18T14:39:25Z
342153,UA-0146,small_airport,Aero club Swallow,48.81223,26.022577,873,EU,Ukraine,UA,Ternopil,UA-61,61,Борщів,0,NA,NA,NA,NA,NA,"Борщів, Ластівка,С172",0,2021-03-16T10:47:19Z
6473,UKDR,medium_airport,Kryvyi Rih International Airport,48.04330062866211,33.209999084472656,408,EU,Ukraine,UA,Dnipropetrovsk,UA-12,12,Kryvyi Rih,1,UKDR,KWG,NA,NA,https://en.wikipedia.org/wiki/Kryvyi_Rih_International_Airport,"Lozuvatka International Airport, Міжнародний аеропорт ""Кривий Ріг""",1200,2009-02-18T19:49:40Z
6472,UKDE,medium_airport,Zaporizhzhia International Airport,47.867000579833984,35.31570053100586,373,EU,Ukraine,UA,Zaporizhia,UA-23,23,Zaporizhia,1,UKDE,OZH,NA,NA,https://en.wikipedia.org/wiki/Zaporizhia_International_Airport,"Zaporozhye Airport, Міжнародний аеропорт Запоріжжя, Аэропорт Запорожье",1050,2009-03-19T16:43:50Z
6483,UKLR,medium_airport,Rivne International Airport,50.60710144042969,26.141599655151367,755,EU,Ukraine,UA,Rivne,UA-19,19,Rivne,1,UKLR,RWN,NA,http://www.aeroport.rv.ua/,https://en.wikipedia.org/wiki/Rivne_International_Airport,"Міжнародний аеропорт ""Рівне""",900,2009-02-18T20:00:28Z
6486,UKON,medium_airport,Mykolaiv International Airport,47.057899475097656,31.9197998046875,184,EU,Ukraine,UA,Mykolaiv,UA-48,48,Nikolayev,0,UKON,NLV,NA,http://www.airport.nikolaev.ua/,https://en.wikipedia.org/wiki/Mykolaiv_Airport,"Nikolayev Airport, Nikolaev Airport, Аэропорт Николаев",500,2009-07-18T14:54:01Z
6469,UKCM,medium_airport,Mariupol International Airport,47.07609939575195,37.44960021972656,251,EU,Ukraine,UA,Donetsk,UA-14,14,Mariupol,1,UKCM,MPW,NA,http://www.maraero.com/,https://en.wikipedia.org/wiki/Mariupol_International_Airport,"Міжнародний аеропорт ""Маріуполь""",450,2009-02-18T19:55:28Z
6477,UKKE,medium_airport,Cherkasy International Airport,49.41559982299805,31.99530029296875,375,EU,Ukraine,UA,Cherkasy,UA-71,71,Cherkasy,0,UKKE,CKC,NA,NA,NA,NA,250,2009-05-07T07:46:37Z
6420,UKLH,medium_airport,Khmelnytskyi Airport,49.359699,26.933399,1150,EU,Ukraine,UA,Khmelnytskyi,UA-68,68,Khmelnytskyi,0,UKLH,HMJ,NA,NA,https://en.wikipedia.org/wiki/Khmelnytskyi_Ruzhichnaya_Airport,"Khmelnitskiy, Khmelnytskyi Ruzhichnaya",250,2017-10-25T12:16:02Z
43013,UA-0005,medium_airport,Nizhyn Air Base,51.088535,31.870995,440,EU,Ukraine,UA,Chernihiv,UA-74,74,Nizhyn,0,UKRN,NA,NA,NA,https://en.wikipedia.org/wiki/Nizhyn_(air_base),"Nizhin Air Base, Nezhin Air Base, Аэродром Нежин",250,2021-03-12T13:17:24Z
31019,UKDB,closed,Berdyansk Airport,46.814999,36.758099,171,EU,Ukraine,UA,Zaporizhia,UA-23,23,Berdyansk,0,UKDB,ERD,NA,NA,https://en.wikipedia.org/wiki/Berdyansk_Airport,NA,50,2021-04-05T23:40:56Z
34958,UA-0002,small_airport,Brody Air Base,50.130001068115234,25.170000076293945,787,EU,Ukraine,UA,Lviv,UA-46,46,Brody,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Brody_%28air_base%29,"Brody Air Base, Аэродром Броды, Аэродром Броди",50,2009-04-23T18:45:57Z
32535,UKRR,closed,Chernihiv Shestovytsia Airport,51.402199,31.1583,446,EU,Ukraine,UA,Chernihiv,UA-74,74,Chernihiv,0,UKKL,CEJ,NA,NA,https://en.wikipedia.org/wiki/Chernihiv_Shestovytsia_Airport,NA,50,2021-03-12T13:16:55Z
34964,UA-0003,small_airport,Chernihiv Air Base,51.547537,31.309374,446,EU,Ukraine,UA,Chernihiv,UA-74,74,Chernihiv,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Chernihiv_%28air_base%29,Chernigov Air Base,50,2021-03-12T13:18:13Z
6417,UK59,small_airport,Chuhuiv Air Base,49.8382,36.641201,453,EU,Ukraine,UA,Kharkiv,UA-63,63,Chuhuiv,0,NA,NA,NA,NA,NA,NA,50,2018-12-31T06:04:50Z
34982,UA-2904,small_airport,Dubno Air Base,50.45000076293945,25.83329963684082,735,EU,Ukraine,UA,Rivne,UA-19,19,Dubno,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Dubno_(air_base),NA,50,2008-12-30T14:07:23Z
34991,UA-8322,closed,Horodnia Air Base,51.883767,31.645489,489,EU,Ukraine,UA,Chernihiv,UA-74,74,Gorodnya,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Horodnia_(air_base),"Gorodnia Air Base, Gorodnya Air Base, Horodnya Air Base, Аэродром Городня",50,2021-03-12T13:18:57Z
6419,UK61,small_airport,Cherlyany Airport,49.7379,23.6689,895,EU,Ukraine,UA,Lviv,UA-46,46,Gorodok,0,NA,NA,NA,NA,NA,"Cherliany Airport, Gorodok Airport, Аэропорт Черляны, Аэропорт Городок",50,2017-10-20T02:40:34Z
35022,UA-8381,closed,Liubsha Air Base,49.2883,24.198299,807,EU,Ukraine,UA,Lviv,UA-46,46,Kalush,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Liubsha_(air_base),NA,50,2019-02-02T09:40:50Z
32534,UKOH,small_airport,Kherson International Airport,46.6758,32.506401,148,EU,Ukraine,UA,Kherson,UA-65,65,Kherson,1,UKOH,KHE,NA,http://airport.kherson.ua/,https://en.wikipedia.org/wiki/Kherson_International_Airport,NA,50,2018-09-16T02:53:37Z
31744,UKKG,small_airport,Kirovograd Airport,48.54280090332031,32.28499984741211,568,EU,Ukraine,UA,Kirovohrad,UA-35,35,Kirovograd,0,UKKG,KGO,NA,NA,NA,NA,50,2008-12-30T14:07:28Z
35006,UA-3578,small_airport,Konotop Air Base,51.25,33.1500015259,476,EU,Ukraine,UA,Sumy,UA-59,59,Konotop,0,UKBF,NA,NA,NA,https://en.wikipedia.org/wiki/Konotop_(air_base),NA,50,2012-08-04T22:57:31Z
31774,UKCK,small_airport,Kramatorsk Airport,48.706799,37.630922,646,EU,Ukraine,UA,Donetsk,UA-14,14,Kramatorsk,0,UKCK,KRQ,NA,NA,NA,NA,50,2021-04-11T13:49:45Z
35016,UA-3897,closed,Lebedyn Air Base,50.549999,34.533298,476,EU,Ukraine,UA,Sumy,UA-59,59,Lebedyn,0,UKHN,NA,NA,NA,https://en.wikipedia.org/wiki/Lebedyn_(air_base),"Lebedin Air Base, Аэродром Лебедин",50,2018-12-31T14:41:01Z
28146,UKLC,small_airport,Lutsk Airport,50.678404,25.487165,774,EU,Ukraine,UA,Volyn,UA-07,07,Lutsk,0,UKLC,UCK,NA,NA,https://en.wikipedia.org/wiki/Lutsk_Airport,NA,50,2017-02-18T21:53:18Z
35028,UA-8984,small_airport,Lutsk Air Base,50.7886830253,25.3482913971,640,EU,Ukraine,UA,Volyn,UA-07,07,Lutsk,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Lutsk_(air_base),NA,50,2010-02-22T15:54:35Z
35039,RU-2098,closed,Mukachevo Air Base,48.400001525878906,22.683300018310547,390,EU,Ukraine,UA,Zakarpattia,UA-21,21,Mukachev,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Mukachevo_(air_base),NA,50,2008-12-30T14:07:23Z
35045,UA-3730,closed,Okhtyrka Air Base,50.306,35.02,489,EU,Ukraine,UA,Sumy,UA-59,59,Okhtyrka,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Okhtyrka_(air_base),Аэродром Ахтырка,50,2019-01-03T04:38:37Z
35051,UA-9155,small_airport,Ovruch Air Base,51.271366119384766,28.720836639404297,528,EU,Ukraine,UA,Zhytomyr,UA-18,18,Ovruch,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Ovruch_(air_base),NA,50,2009-01-09T16:22:13Z
32532,UKHP,small_airport,Suprunovka Airport,49.568599700927734,34.39720153808594,505,EU,Ukraine,UA,Poltava,UA-53,53,Poltava,0,UKHP,PLV,NA,NA,NA,NA,50,2008-08-14T12:06:12Z
35061,UA-7707,small_airport,Pryluki Air Base,50.56669998168945,32.31669998168945,449,EU,Ukraine,UA,Chernihiv,UA-74,74,Pryluky,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Pryluky_(air_base),"Pryluky Air Base, Аэродром Прилуки",50,2009-04-24T16:10:52Z
35109,UA-6709,closed,Velyka Krucha Air Base,50.1500015259,32.5332984924,384,EU,Ukraine,UA,Poltava,UA-53,53,Pyriatyn,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Velyka_Krucha_(air_base),NA,50,2009-11-18T14:42:10Z
35070,UA-1901,closed,Sambir Air Base,49.54999923706055,23.334999084472656,860,EU,Ukraine,UA,Lviv,UA-46,46,Sambir,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Sambir_(air_base),NA,50,2009-02-02T11:21:13Z
35087,UA-2644,small_airport,Starokostiantyniv Air Base,49.74829864501953,27.27330017089844,873,EU,Ukraine,UA,Khmelnytskyi,UA-68,68,Starokostiantyniv,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Starokostiantyniv_(air_base),NA,50,2008-12-30T14:07:34Z
35089,UA-8143,small_airport,Stryi Air Base,49.24330139160156,23.786699295043945,1024,EU,Ukraine,UA,Lviv,UA-46,46,Stryi,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Stryi_(air_base),NA,50,2008-08-03T11:50:50Z
32541,UKHS,small_airport,Sumy Airport,50.858299255371094,34.76250076293945,594,EU,Ukraine,UA,Sumy,UA-59,59,Sumy,0,UKHS,UMY,NA,NA,NA,NA,50,2008-08-03T11:51:06Z
6484,UKLT,small_airport,Ternopil International Airport,49.5242,25.7001,1072,EU,Ukraine,UA,Ternopil,UA-61,61,Ternopil,0,UKLT,NA,NA,NA,https://en.wikipedia.org/wiki/Ternopil_Airport,NA,50,2016-11-26T07:16:19Z
32533,UKKH,small_airport,Chepelevka Airport,49.79059982299805,30.4414005279541,568,EU,Ukraine,UA,Kiev,UA-32,32,Uzin,0,UKKH,NA,NA,NA,NA,NA,50,2008-08-03T11:51:08Z
35108,UA-6118,small_airport,Vasylkiv Air Base,50.233299255371094,30.299999237060547,673,EU,Ukraine,UA,Kiev,UA-32,32,Vasylkiv,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Vasylkiv_(air_base),NA,50,2008-08-03T11:50:46Z
30535,UKWW,small_airport,Vinnytsia/Gavyryshivka Airport,49.242531,28.613778,961,EU,Ukraine,UA,Vinnytsia,UA-05,05,Vinnitsa,0,UKWW,VIN,NA,NA,NA,"Gavrishevka Airport, Gavrishivka Airport, Аэропорт Гавришевка , Аэропорт Гавришiвка",50,2012-02-14T15:08:43Z
34999,UA-9861,small_airport,Zhovtneve Air Base,50.9109992980957,24.45199966430664,699,EU,Ukraine,UA,Volyn,UA-07,07,Volodymyr-Volynskyi,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Khovtnevoy,"Zhovtnevoye Air Base, Zhovtnevoe Air Base, Аэродром Жовтневе, Аэродром Жовтневое",50,2009-04-23T18:04:31Z
32531,UKFV,small_airport,Yevpatoria Airport,45.225601,33.376701,33,EU,Ukraine,UA,Crimea,UA-43,43,Yevpatoria,0,UKFE,NA,NA,NA,NA,"UKFV, Yevpatoria Aircraft Repair Plant Airport",50,2021-03-19T15:45:54Z
34956,UA-0001,closed,Borodyanka Air Base,50.6633,29.8933,463,EU,Ukraine,UA,Kiev,UA-32,32,Borodyanka,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Borodianka_%28air_base%29,"Borodianka Air Base, Аэродром Бородянка",1,2021-03-12T11:58:31Z
34966,UA-0004,closed,Pustogorod Air Base,51.849998474121094,34.04999923706055,636,EU,Ukraine,UA,Sumy,UA-59,59,Hlukhiv,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Chervonoye_Pustogorod,"Chervonoye  Air Base, Chervonoe  Air Base, Аэродром Червоное, Аэродром Пустогород",1,2009-04-25T07:12:32Z
316378,UA-0082,small_airport,Sutiski,49.066667,28.44166,NA,EU,Ukraine,UA,Vinnytsia,UA-05,05,NA,0,NA,NA,NA,NA,NA,NA,0,2015-11-18T11:02:29Z
316429,UA-0083,small_airport,Filiutka,49.335903,29.270067,NA,EU,Ukraine,UA,Vinnytsia,UA-05,05,NA,0,NA,NA,NA,NA,NA,NA,0,2015-11-28T01:54:33Z
302309,UKKV,small_airport,Zhytomyr Airport,50.270556,28.738611,NA,EU,Ukraine,UA,Zhytomyr,UA-18,18,NA,0,UKKV,ZTR,NA,NA,https://en.wikipedia.org/wiki/Zhytomyr_Airport,NA,0,2012-08-04T23:07:46Z
316280,UA-0079,small_airport,Andrushivka,50.0193428,28.9912024,NA,EU,Ukraine,UA,Zhytomyr,UA-18,18,NA,0,NA,NA,NA,NA,NA,NA,0,2015-11-09T02:34:20Z
316330,UA-0080,closed,Narodychi,51.2312512,29.0707288,NA,EU,Ukraine,UA,Zhytomyr,UA-18,18,NA,0,NA,NA,NA,NA,NA,NA,0,2015-11-13T08:36:16Z
321207,UA-0105,small_airport,Karabachyn Airstrip,50.274742,29.4414066,NA,EU,Ukraine,UA,Zhytomyr,UA-18,18,NA,0,NA,NA,NA,NA,NA,NA,0,2016-11-15T20:23:42Z
324565,UA-0118,heliport,Rafalivka Helicopter Base,51.360218,25.9194958,NA,EU,Ukraine,UA,Rivne,UA-19,19,NA,0,NA,NA,NA,NA,NA,NA,0,2017-07-28T00:14:04Z
332720,UA-0127,small_airport,Kosino Spa Resort,48.253128,22.49937,NA,EU,Ukraine,UA,Zakarpattia,UA-21,21,NA,0,NA,NA,NA,NA,NA,NA,0,2019-11-23T04:41:58Z
43869,UA-0006,closed,Kornych Air Base,48.52899932861328,25.125,NA,EU,Ukraine,UA,Ivano-Frankivsk,UA-26,26,NA,0,NA,NA,NA,NA,NA,"Kornich Air Base, Аэродром Корныч",0,2009-03-26T08:20:23Z
332158,UA-0126,small_airport,Pidhirya Airfield,48.788823,24.476531,NA,EU,Ukraine,UA,Ivano-Frankivsk,UA-26,26,NA,0,UKMG,NA,NA,NA,NA,NA,0,2020-09-28T00:10:17Z
332951,UA-0128,small_airport,Pidverbtsi Airstrip,48.78682,25.217443,NA,EU,Ukraine,UA,Ivano-Frankivsk,UA-26,26,NA,0,NA,NA,ZF5F,NA,NA,NA,0,2020-01-06T05:06:50Z
46582,UA-0073,heliport,Hydropark,50.4580555556,30.5683333333,NA,EU,Ukraine,UA,Kiev (city),UA-30,30,NA,0,NA,NA,NA,NA,NA,NA,0,2010-12-19T11:52:50Z
46584,UA-0074,heliport,Mariinsky park helipad,50.4486111111,30.545,NA,EU,Ukraine,UA,Kiev (city),UA-30,30,NA,0,NA,NA,NA,NA,NA,"Ukraine president helipad, Mariinsky helipad",0,2010-12-21T18:48:29Z
315770,UKVN,small_airport,Nalivaykovka,50.479167,29.735833,NA,EU,Ukraine,UA,Kiev,UA-32,32,NA,0,UKVN,NA,NA,http://aeroprakt.org,NA,NA,0,2015-10-13T13:22:47Z
321106,UA-0098,small_airport,Zabroshennyy aerodrom,49.532465,29.8864455,NA,EU,Ukraine,UA,Kiev,UA-32,32,NA,0,NA,NA,NA,NA,NA,Volodarka,0,2016-11-10T04:20:28Z
321183,UA-0100,small_airport,Ksaverivka Airfield,50.0056471,30.1979242,NA,EU,Ukraine,UA,Kiev,UA-32,32,NA,0,NA,NA,NA,NA,NA,NA,0,2016-11-14T12:21:01Z
321184,UA-0101,heliport,Mezhigyrya Heliport,50.621465,30.460391,NA,EU,Ukraine,UA,Kiev,UA-32,32,NA,0,NA,NA,NA,NA,NA,NA,0,2016-11-14T12:24:43Z
321666,UA-0112,small_airport,Palianychyntsi Airstrip,50.0129543,29.9795159,NA,EU,Ukraine,UA,Kiev,UA-32,32,NA,0,NA,NA,NA,NA,NA,NA,0,2016-12-31T05:56:37Z
315689,BY-0011,small_airport,Aerodrom Belz,50.3771921,23.9648804,NA,EU,Ukraine,UA,Lviv,UA-46,46,NA,0,NA,NA,NA,NA,NA,NA,0,2015-10-07T14:28:14Z
315690,UA-0075,small_airport,Zhalizhnia,50.4734613,24.4743705,NA,EU,Ukraine,UA,Lviv,UA-46,46,NA,0,NA,NA,NA,NA,NA,NA,0,2015-10-07T14:30:57Z
315692,UA-0076,small_airport,Turynka,50.1205511,24.035789,NA,EU,Ukraine,UA,Lviv,UA-46,46,NA,0,NA,NA,NA,NA,NA,NA,0,2015-10-07T14:43:28Z
315925,UA-0077,small_airport,Aerodrom Krupske,49.451556,24.043866,NA,EU,Ukraine,UA,Lviv,UA-46,46,NA,0,NA,NA,NA,NA,NA,NA,0,2015-10-21T03:27:13Z
321481,UA-0108,small_airport,Drohobych Airfield,49.3662916,23.5683736,NA,EU,Ukraine,UA,Lviv,UA-46,46,NA,0,NA,NA,NA,NA,NA,NA,0,2016-12-12T00:54:36Z
316279,UA-0078,small_airport,Chervonoarmiis'ke,45.791332,28.7248912,NA,EU,Ukraine,UA,Odessa,UA-51,51,NA,0,NA,NA,NA,NA,NA,NA,0,2015-11-09T02:29:01Z
316454,UA-0084,closed,Mykolaivka-Novorosiis'ka,46.1309439,29.8746147,NA,EU,Ukraine,UA,Odessa,UA-51,51,NA,0,NA,NA,NA,NA,NA,NA,0,2015-12-01T14:45:34Z
321033,UA-0096,small_airport,Frunzivka Airstrip,47.3313702,29.7908674,NA,EU,Ukraine,UA,Odessa,UA-51,51,NA,0,NA,NA,NA,NA,NA,NA,0,2016-11-04T06:18:20Z
321208,UA-0106,small_airport,Anan'iv Airstrip,47.6796995,29.9669261,NA,EU,Ukraine,UA,Odessa,UA-51,51,NA,0,NA,NA,NA,NA,NA,NA,0,2016-11-15T20:32:47Z
317424,UA-0085,small_airport,Iziaslav,50.1196431,26.8681069,NA,EU,Ukraine,UA,Khmelnytskyi,UA-68,68,NA,0,NA,NA,NA,NA,NA,NA,0,2016-04-03T09:46:50Z
321617,UA-0111,closed,Rudnya Airstrip,49.3729435,27.5311313,NA,EU,Ukraine,UA,Khmelnytskyi,UA-68,68,NA,0,NA,NA,NA,NA,NA,NA,0,2016-12-25T02:10:33Z
316377,UA-0081,small_airport,Tal'ne,48.8715407,30.6593031,NA,EU,Ukraine,UA,Cherkasy,UA-71,71,NA,0,NA,NA,NA,NA,NA,NA,0,2015-11-18T10:59:38Z
321616,UA-0110,closed,Pogorelovka Airstrip,48.525151,25.993457,NA,EU,Ukraine,UA,Chernivtsi,UA-77,77,NA,0,NA,NA,NA,NA,NA,NA,0,2016-12-25T02:04:05Z
342230,UA-0162,heliport,Partenit Heliport,44.586,34.3396,374,EU,Ukraine,UA,Crimea,UA-43,43,Alushta,0,NA,NA,NA,NA,NA,NA,0,2021-03-19T16:46:24Z
342231,UA-0163,heliport,Profug Heliport,44.6511,34.3995,269,EU,Ukraine,UA,Crimea,UA-43,43,Alushta,0,NA,NA,NA,NA,NA,NA,0,2021-03-19T16:54:16Z
44306,UA-0015,closed,Perekop Airfield,46.15800094604492,33.71699905395508,NA,EU,Ukraine,UA,Crimea,UA-43,43,Armyansk,0,NA,NA,NA,NA,NA,Аэродром Перекоп,0,2009-04-20T06:08:49Z
44395,UA-0032,small_airport,Artsiz Airfield,45.94499969482422,29.3700008392334,NA,EU,Ukraine,UA,Odessa,UA-51,51,Artsiz,0,NA,NA,NA,NA,NA,"Chervonoglinskoye Airfield, Chervonoglinskoe Airfield, Chervonoglinskaya Airfield, Аэродром Арциз, Аэродром Червоноглинское, Аэродром Червоноглинская",0,2009-04-25T07:02:56Z
44310,UA-0019,closed,Bagerovo Air Base,45.407001,36.244999,NA,EU,Ukraine,UA,Crimea,UA-43,43,Bagerovo,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Baherove_(air_base),"Аэродром Багерово, Bagarovo, Baherove",0,2021-01-27T15:36:01Z
340332,UA-0137,small_airport,Bekhtery Airfield,46.232,32.292,NA,EU,Ukraine,UA,Kherson,UA-65,65,Bekhtery,0,NA,NA,NA,NA,NA,NA,0,2021-01-27T16:16:43Z
44343,UA-0025,medium_airport,Bila Tserkva Airfield,49.79499816894531,30.030000686645508,NA,EU,Ukraine,UA,Kiev,UA-32,32,Bila Tserkva,0,NA,NA,NA,NA,NA,"Belaya Tserkov Airfield, Аэродром Белая Церковь",0,2009-04-22T15:10:03Z
331659,UA-0125,heliport,Bilohorodka Heliport,50.424536,30.272438,NA,EU,Ukraine,UA,Kiev,UA-32,32,Bilohorodka,0,NA,NA,HD2P,NA,NA,Белогородка,0,2019-07-14T05:17:59Z
329398,UA-0123,closed,Biloyarivka Airstrip,47.810729,38.629275,347,EU,Ukraine,UA,Donetsk,UA-14,14,Biloyarivka,0,NA,NA,NA,NA,NA,NA,0,2021-03-10T13:49:49Z
44376,UA-0028,medium_airport,Zhovtneve Air Base,45.63999938964844,28.670000076293945,NA,EU,Ukraine,UA,Odessa,UA-51,51,Bolgrad,0,NA,NA,NA,NA,NA,"Zhovtnevoye Air Base, Zhovtnevoe Air Base, Bolgrad Air Base, Аэродром Жовтневе, Аэродром Жовтневое, Аэродром Болград",0,2009-04-23T17:48:30Z
342082,UA-0144,small_airport,Borodyanka Aerodrome,50.6661,29.9329,476,EU,Ukraine,UA,Kiev,UA-32,32,Borodyanka,0,NA,NA,NA,NA,NA,NA,0,2021-03-12T11:58:12Z
321199,UA-0103,small_airport,Buzova Glider Field,50.401711,30.053718,NA,EU,Ukraine,UA,Kiev,UA-32,32,Buzova,0,NA,NA,NA,http://gliding.com.ua,NA,NA,0,2021-01-27T16:01:06Z
43871,UA-0008,closed,Chortkiv Air Base,48.97800064086914,25.742000579833984,NA,EU,Ukraine,UA,Ternopil,UA-61,61,Chortkiv,0,NA,NA,NA,NA,NA,"Chortkov Air Base, Chyortkov Air Base, Аэродром Чортков, Аэродром Чёртков",0,2009-03-26T08:35:14Z
44400,UA-0035,closed,Chоrnobil Heliport,51.2859992981,30.198999404900004,NA,EU,Ukraine,UA,Kiev,UA-32,32,Chоrnobil,0,NA,NA,NA,NA,NA,"Chernobyl Heliport, Вертодром Чорнобиль, Вертодром Чернобыль",0,2010-02-22T16:57:04Z
